symbol,company name,marketCap,price,change,revenue,volume,industry,sector,revenueGrowth,netIncome,free_cash_flow,net_cash_debt
AAPL,Apple Inc.,3050896019692.0,193.97,2.31,385095000000.0,85213216.0,Consumer Electronics,Technology,-0.2388495843447358,94321000000.0,97490000000.0,56718000000.0
MSFT,Microsoft Corporation,2532081693768.0,340.54,1.64,207591000000.0,26832756.0,Software - Infrastructure,Technology,7.807558281443927,69020000000.0,57406000000.0,43905000000.0
GOOGL,Alphabet Inc.,1524283759032.0,119.7,0.5,284612000000.0,29532241.0,Internet Content & Information,Communication Services,5.281614595278428,58587000000.0,61910000000.0,88606000000.0
AMZN,"Amazon.com, Inc.",1337545760686.0,130.24,1.81,524897000000.0,54350584.0,Internet Retail,Consumer Discretionary,9.869010440650715,4294000000.0,-3319000000.0,-76946000000.0
NVDA,NVIDIA Corporation,1044859454147.0,423.02,3.63,25878000000.0,50114775.0,Semiconductors,Technology,-12.399715649436372,4793000000.0,5101000000.0,3427000000.0
TSLA,"Tesla, Inc.",829679989870.0,261.77,1.66,86035000000.0,112620784.0,Auto Manufacturers,Consumer Discretionary,38.34217719890658,11751000000.0,5778000000.0,19726000000.0
META,"Meta Platforms, Inc.",735452257122.0,286.98,1.94,117346000000.0,19694872.0,Internet Content & Information,Communication Services,-1.9387294636738939,21444000000.0,17703000000.0,9864000000.0
AVGO,Broadcom Inc.,357975342611.0,867.43,0.56,35042000000.0,2314517.0,Semiconductors,Technology,16.830032673201313,13565000000.0,17082000000.0,-27758000000.0
ASML,ASML Holding N.V.,285979114096.0,724.75,0.19,26505652173.913044,963683.0,Semiconductor Equipment & Materials,Technology,37.138036723560994,7483369565.217391,8948695652.173912,4854021739.130435
PEP,"PepsiCo, Inc.",255175738836.0,185.22,0.73,88038000000.0,7635186.0,Beverages - Non-Alcoholic,Consumer Staples,8.885151012936898,6581000000.0,5594000000.0,-36563000000.0
COST,Costco Wholesale Corporation,238582020240.0,538.38,1.26,235442000000.0,2222116.0,Discount Stores,Consumer Staples,8.230286202870296,6000000000.0,5823000000.0,4704000000.0
ADBE,Adobe Inc.,224299713000.0,488.99,1.08,18429000000.0,3096582.0,Software - Infrastructure,Technology,10.399568681483263,4854000000.0,7423000000.0,2488000000.0
AZN,AstraZeneca PLC,221848384929.0,71.57,1.02,43840000000.0,4778280.0,Drug Manufacturers - General,Healthcare,5.671656181454421,4705000000.0,9059000000.0,-25041000000.0
CSCO,"Cisco Systems, Inc.",210843602744.0,51.74,1.03,54897000000.0,18188309.0,Communication Equipment,Technology,6.42872375487098,11470000000.0,16929000000.0,18296000000.0
NFLX,"Netflix, Inc.",195815861566.0,440.49,2.86,31909286000.0,7346394.0,Entertainment,Communication Services,4.9567156516199695,4199597000.0,2933568000.0,-6609624000.0
AMD,"Advanced Micro Devices, Inc.",183436114890.0,113.91,2.4,23067000000.0,53378774.0,Semiconductors,Technology,22.202797202797207,395000000.0,2519000000.0,3091000000.0
CMCSA,Comcast Corporation,172822237670.0,41.55,0.19,120109000000.0,16271609.0,Telecom Services,Communication Services,-0.0673932939512456,5655000000.0,11415000000.0,-95171000000.0
TMUS,"T-Mobile US, Inc.",166664727667.0,138.9,1.51,79083000000.0,4841656.0,Telecom Services,Communication Services,-1.734613998682888,3817000000.0,3412000000.0,-100477000000.0
TXN,Texas Instruments Incorporated,163395875960.0,180.02,1.83,19502000000.0,6004384.0,Semiconductors,Technology,2.8586497890295437,8256000000.0,4400000000.0,-581000000.0
INTC,Intel Corporation,139478242140.0,33.44,1.61,56416000000.0,33811252.0,Semiconductors,Technology,-27.39627303613713,-2857000000.0,-19909000000.0,-22739000000.0
HON,Honeywell International Inc.,138127975840.0,207.5,0.5,35954000000.0,3009911.0,Conglomerates,Industrials,4.779390336305878,5226000000.0,3708000000.0,-11922000000.0
SNY,Sanofi,134769400550.0,53.9,1.72,48286170212.76596,1835151.0,Drug Manufacturers - General,Healthcare,21.461639326714653,8905319148.93617,10439361702.12766,-9017021276.595745
QCOM,QUALCOMM Incorporated,132610560000.0,119.04,0.83,41069000000.0,6565048.0,Semiconductors,Technology,4.594422513689045,10542000000.0,6975000000.0,-9309000000.0
INTU,Intuit Inc.,128320691400.0,458.19,0.52,14070000000.0,1967137.0,Software - Application,Technology,9.298531810766718,2239000000.0,4262000000.0,-2141000000.0
AMAT,"Applied Materials, Inc.",121377032536.0,144.54,0.21,26638000000.0,6142766.0,Semiconductor Equipment & Materials,Technology,7.259915441916642,6489000000.0,5913000000.0,-560000000.0
ISRG,"Intuitive Surgical, Inc.",119815097591.0,341.94,1.02,6430700000.0,1506104.0,Medical Instruments & Supplies,Healthcare,8.889716714360695,1312000000.0,1007800000.0,4692200000.0
AMGN,Amgen Inc.,118631282316.0,222.02,0.39,26190000000.0,2843358.0,Drug Manufacturers - General,Healthcare,-0.4787961696306464,7917000000.0,7531000000.0,-30034000000.0
SBUX,Starbucks Corporation,113562384000.0,99.06,0.39,33998000000.0,6229932.0,Restaurants,Consumer Discretionary,8.518570534836511,3554700000.0,2863900000.0,-21058100000.0
BKNG,Booking Holdings Inc.,99733178121.0,2700.33,1.67,18173000000.0,306627.0,Travel Services,Consumer Discretionary,45.24456521739131,4024000000.0,7401000000.0,1834000000.0
MDLZ,"Mondelez International, Inc.",99333337833.0,72.94,0.91,32898000000.0,8377740.0,Confectioners,Consumer Staples,12.487177733707178,3943000000.0,2860000000.0,-20793000000.0
ADI,"Analog Devices, Inc.",97681237463.0,194.81,2.81,12870156000.0,3376025.0,Semiconductors,Technology,31.936944131378485,3624341000.0,3955176000.0,-5551672000.0
GILD,"Gilead Sciences, Inc.",96133265733.0,77.07,1.39,27043000000.0,6017248.0,Drug Manufacturers - General,Healthcare,-1.561589982527667,5583000000.0,8386000000.0,-19367000000.0
PDD,PDD Holdings Inc.,91858709281.0,69.14,0.35,21019061135.371178,4796939.0,Internet Retail,Consumer Discretionary,51.08411187437032,5391504803.49345,8483013391.557496,27796035371.17904
ADP,"Automatic Data Processing, Inc.",90800305928.0,219.79,1.54,17662100000.0,1782028.0,Staffing & Employment Services,Industrials,9.6500431470663,3260700000.0,3359800000.0,-1492300000.0
VRTX,Vertex Pharmaceuticals Incorporated,90635124320.0,351.91,1.07,9208000000.0,1453335.0,Biotechnology,Healthcare,15.858875635411952,3259700000.0,3890400000.0,9624900000.0
LRCX,Lam Research Corporation,86361812400.0,642.86,0.39,18856813000.0,1086654.0,Semiconductor Equipment & Materials,Technology,12.667691721599962,4917328000.0,3951503000.0,614808000.0
ABNB,"Airbnb, Inc.",80773480416.0,128.08,2.38,8708063000.0,4604635.0,Travel Services,Consumer Discretionary,31.659793434112515,2028792000.0,3789967000.0,8306000000.0
PANW,"Palo Alto Networks, Inc.",78149013094.0,255.51,0.86,6489900000.0,3394353.0,Software - Infrastructure,Technology,25.522696942150368,215300000.0,2738800000.0,11600000.0
REGN,"Regeneron Pharmaceuticals, Inc.",77524717680.0,718.54,1.43,12369900000.0,1015187.0,Biotechnology,Healthcare,-25.067694041107092,4182700000.0,3654300000.0,6257900000.0
PYPL,"PayPal Holdings, Inc.",74451325097.0,66.73,1.32,28075000000.0,16907133.0,Credit Services,Financials,8.729328840865968,2705000000.0,5059000000.0,7674000000.0
EQIX,"Equinix, Inc.",73316652666.0,783.94,0.89,7526867000.0,813171.0,REIT - Specialty,Real Estate,11.115380754422844,815678000.0,392782000.0,-14370583000.0
CSX,CSX Corporation,69327004454.0,34.1,0.68,15146000000.0,9416301.0,Railroads,Industrials,15.424477975918304,4294000000.0,3572000000.0,-16931000000.0
MU,"Micron Technology, Inc.",69066953910.0,63.11,-1.9,18173000000.0,31549615.0,Semiconductors,Technology,-43.891444626262,-2911000000.0,-4741000000.0,-3496000000.0
CME,CME Group Inc.,66651593832.0,185.29,1.05,5114400000.0,1768231.0,Financial Data & Stock Exchanges,Financials,6.928705833159099,2827900000.0,3077800000.0,-1769200000.0
KLAC,KLA Corporation,66544262860.0,485.02,1.63,10627658000.0,909464.0,Semiconductor Equipment & Materials,Technology,22.854363533690947,3507997000.0,3221509000.0,-2999531000.0
ATVI,"Activision Blizzard, Inc.",66273201677.0,84.3,1.47,8143000000.0,6881230.0,Electronic Gaming & Multimedia,Communication Services,-1.856092563577194,1858000000.0,2042000000.0,8905000000.0
SNPS,"Synopsys, Inc.",66251985600.0,435.41,1.76,5288261000.0,973603.0,Software - Infrastructure,Technology,11.120494436579875,920572000.0,1487625000.0,1005514000.0
CDNS,"Cadence Design Systems, Inc.",63949851680.0,234.52,2.62,3681642000.0,1923366.0,Software - Application,Technology,16.729962314306167,855421000.0,1040883000.0,238662000.0
NTES,"NetEase, Inc.",62360408880.0,96.69,-1.33,14262919068.413391,1425692.0,Electronic Gaming & Multimedia,Communication Services,8.099315771033266,3303960844.250364,3774213973.7991266,13450588355.167395
MNST,Monster Beverage Corporation,60123023319.0,57.44,0.03,6491407000.0,4124591.0,Beverages - Non-Alcoholic,Consumer Staples,11.610820911368759,1294865000.0,1088113000.0,3013961000.0
MELI,"MercadoLibre, Inc.",59475922960.0,1184.6,1.12,11326000000.0,489624.0,Internet Retail,Consumer Discretionary,42.662803879581816,618000000.0,3626000000.0,2360000000.0
FTNT,"Fortinet, Inc.",59352968059.0,75.59,0.67,4724900000.0,4578622.0,Software - Infrastructure,Technology,31.733905818719155,966600000.0,1823100000.0,1888200000.0
WDAY,"Workday, Inc.",58957289548.0,225.89,-0.54,6465473000.0,1773421.0,Software - Application,Technology,19.76597976223422,-264440000.0,1125016000.0,3074049000.0
ORLY,"O'Reilly Automotive, Inc.",58157613170.0,955.3,1.91,14821713000.0,386460.0,Specialty Retail,Consumer Discretionary,9.525374694951294,2207655000.0,2503858000.0,-7097790000.0
MAR,"Marriott International, Inc.",55723093321.0,183.69,1.34,22189000000.0,1696080.0,Lodging,Consumer Discretionary,40.97204574332909,2738000000.0,2474000000.0,-11127000000.0
CHTR,"Charter Communications, Inc.",55316740689.0,367.37,1.29,54475000000.0,1127664.0,Telecom Services,Communication Services,4.039343009931251,4873000000.0,4966000000.0,-97438000000.0
JD,"JD.com, Inc.",53464643908.0,34.13,0.32,152771033478.89374,14159615.0,Internet Retail,Consumer Discretionary,6.220915522179604,2857641921.39738,2949490538.573508,19961717612.809315
NXPI,NXP Semiconductors N.V.,53164198877.0,204.68,2.46,13190000000.0,2521509.0,Semiconductors,Technology,13.39408528198074,2745000000.0,2638000000.0,-7237000000.0
MRVL,"Marvell Technology, Inc.",51410800000.0,59.78,2.42,5794400000.0,9065947.0,Semiconductors,Technology,14.130391963758115,-166700000.0,1021000000.0,-3644200000.0
CTAS,Cintas Corporation,50554030160.0,497.08,1.44,8605984000.0,459476.0,Specialty Business Services,Industrials,13.007123033680944,1296270000.0,1295824000.0,-2828519000.0
DXCM,"DexCom, Inc.",49815102360.0,128.51,0.45,3022500000.0,2378142.0,Medical Devices,Healthcare,17.501846596431214,292500000.0,416000000.0,483400000.0
MCHP,Microchip Technology Incorporated,48860952560.0,89.59,3.0,8438700000.0,5289700.0,Semiconductors,Technology,23.71827764664487,2237700000.0,3135700000.0,-6205900000.0
LULU,Lululemon Athletica Inc.,48094105528.0,378.5,2.23,8497847000.0,1477729.0,Apparel Retail,Consumer Discretionary,27.909985753238264,955207000.0,590975000.0,-148481000.0
BIDU,"Baidu, Inc.",47863324175.0,136.91,1.75,18400000000.0,1427453.0,Internet Content & Information,Communication Services,1.312815580668425,2077001455.6040757,,14496360989.810772
MRNA,"Moderna, Inc.",46316892528.0,121.5,-0.5,15059000000.0,2405256.0,Biotechnology,Healthcare,-33.36725663716814,4784000000.0,612000000.0,7996000000.0
KDP,Keurig Dr Pepper Inc.,43896199599.0,31.27,1.66,14332000000.0,7932806.0,Beverages - Non-Alcoholic,Consumer Staples,11.45501205381445,1318000000.0,1969000000.0,-12172000000.0
ADSK,"Autodesk, Inc.",43730476860.0,204.61,-0.76,5104000000.0,2094783.0,Software - Application,Technology,11.758265820013136,838000000.0,2327000000.0,-553000000.0
PCAR,PACCAR Inc,43711726419.0,83.65,1.26,30820400000.0,2980358.0,Farm & Heavy Construction Machinery,Industrials,27.62387471324339,3145000000.0,1938800000.0,-5866800000.0
KHC,The Kraft Heinz Company,43567017728.0,35.5,1.37,26929000000.0,8907876.0,Packaged Foods,Consumer Staples,4.810648814852292,2423000000.0,1501000000.0,-19279000000.0
CPRT,"Copart, Inc.",43547302400.0,91.21,1.05,3755315000.0,2138100.0,Auto & Truck Dealerships,Consumer Discretionary,11.560699823508248,1153691000.0,891520000.0,1984899000.0
AEP,"American Electric Power Company, Inc.",43345402874.0,84.2,1.13,19737800000.0,3236419.0,Utilities - Regulated Electric,Utilities,15.402110679100778,1989500000.0,-2837300000.0,-42830500000.0
TEAM,Atlassian Corporation Plc,43128343999.0,167.81,3.82,3355390000.0,1380746.0,Software - Application,Technology,28.925527745544798,-533272000.0,777858000.0,692007000.0
IDXX,"IDEXX Laboratories, Inc.",41636574582.0,502.23,1.57,3430970000.0,430089.0,Diagnostics & Research,Healthcare,4.787975818229917,699178000.0,445679000.0,-1189658000.0
BIIB,Biogen Inc.,41229758700.0,284.85,0.96,10104600000.0,1130781.0,Drug Manufacturers - General,Healthcare,-6.607514210453347,3131000000.0,2003500000.0,-1568400000.0
ON,ON Semiconductor Corporation,40846547583.0,94.58,2.72,8340900000.0,5395351.0,Semiconductors,Technology,15.795976732240291,1835600000.0,1385500000.0,-797400000.0
ODFL,"Old Dominion Freight Line, Inc.",40543827000.0,369.75,-1.6,6204933000.0,1140949.0,Trucking,Industrials,10.268890171177203,1362446000.0,823977000.0,132464000.0
EXC,Exelon Corporation,40518742038.0,40.74,1.57,19313000000.0,5990809.0,Utilities - Regulated Electric,Utilities,3.643876784372657,2242000000.0,-3534000000.0,-40881000000.0
PAYX,"Paychex, Inc.",40325444185.0,111.87,2.32,4921800000.0,2943603.0,Staffing & Employment Services,Industrials,9.456033447493661,1503300000.0,1513700000.0,742400000.0
ROST,"Ross Stores, Inc.",38197757280.0,112.13,2.99,18857415000.0,2635987.0,Apparel Retail,Consumer Discretionary,0.6627302108164423,1544787000.0,1807317000.0,-1315256000.0
TTD,"The Trade Desk, Inc.",37748997541.0,77.22,-0.19,1645275000.0,2746833.0,Software - Application,Technology,27.34533610840424,77309000.0,497622000.0,1076650000.0
GEHC,GE HealthCare Technologies Inc.,36937958830.0,81.24,3.25,,3429545.0,Health Information Services,Healthcare,,,,-7912000000.0
CSGP,"CoStar Group, Inc.",36359971712.0,89.0,-1.24,2250940000.0,32327136.0,Real Estate Services,Real Estate,12.419796999694842,367266000.0,400254000.0,3957968000.0
SGEN,Seagen Inc.,36087019840.0,192.46,0.49,2055671000.0,1358461.0,Biotechnology,Healthcare,23.178969457392483,-648551000.0,-585180000.0,1399147000.0
GFS,GLOBALFOUNDRIES Inc.,35655649213.0,64.58,2.36,8009000000.0,1260228.0,Semiconductors,Technology,12.691712396229061,1523000000.0,-958000000.0,11000000.0
EA,Electronic Arts Inc.,35293573862.0,129.7,-0.57,7426000000.0,1779137.0,Electronic Gaming & Multimedia,Communication Services,6.222285796023463,802000000.0,1343000000.0,887000000.0
CRWD,"CrowdStrike Holdings, Inc.",34824052988.0,146.87,2.0,2445982000.0,3092674.0,Software - Infrastructure,Technology,49.45645964004315,-151231000.0,747087000.0,2135311000.0
IBKR,"Interactive Brokers Group, Inc.",34623574089.0,83.07,0.31,3478000000.0,1087563.0,Capital Markets,Financials,41.03811841038119,455000000.0,853000000.0,-7705000000.0
LI,Li Auto Inc.,34298913542.0,35.1,2.36,7934764628.820961,5287200.0,Auto Manufacturers,Consumer Discretionary,65.20432369212186,-155994323.1441048,1230901164.4832606,7701814847.1615715
XEL,Xcel Energy Inc.,34215630531.0,62.17,1.44,15639000000.0,3299810.0,Utilities - Regulated Electric,Utilities,14.647020013195512,1774000000.0,-632000000.0,-26009000000.0
FAST,Fastenal Company,33685766636.0,58.99,0.77,7135700000.0,2570998.0,Industrial Distribution,Industrials,13.302846980739602,1112400000.0,939300000.0,-408300000.0
CTSH,Cognizant Technology Solutions Corporation,33128098038.0,65.28,1.15,19414000000.0,2832766.0,Information Technology Services,Technology,2.545953940418344,2307000000.0,2681000000.0,974000000.0
VRSK,"Verisk Analytics, Inc.",32727111538.0,226.03,1.24,2373100000.0,1072476.0,Consulting Services,Industrials,-0.2899159663865558,504500000.0,3240200000.0,-2848600000.0
BKR,Baker Hughes Company,32000699600.0,31.61,0.8,22037000000.0,6827852.0,Oil & Gas Equipment & Services,Energy,7.20992459255656,-98000000.0,1418000000.0,-4244000000.0
DDOG,"Datadog, Inc.",31666062205.0,98.38,2.0,1793784000.0,3303474.0,Software - Application,Technology,50.32570300813315,-83984000.0,339954000.0,1171559000.0
DLTR,"Dollar Tree, Inc.",31625246352.0,143.5,-0.08,28752900000.0,2143615.0,Discount Stores,Consumer Staples,7.511189383826711,1378000000.0,478100000.0,-9206600000.0
MBLY,Mobileye Global Inc.,30953534616.0,38.42,1.86,1933000000.0,1663091.0,Auto Parts,Consumer Discretionary,,-101000000.0,,1161000000.0
WBD,"Warner Bros. Discovery, Inc.",30548820403.0,12.54,0.97,41358000000.0,17333561.0,Entertainment,Communication Services,229.33588150979455,-8896000000.0,2149000000.0,-46336000000.0
CEG,Constellation Energy Corporation,29699827782.0,91.55,0.75,26414000000.0,2667050.0,Utilities - Renewable,Utilities,34.20384107306169,-169000000.0,-6664000000.0,-4350000000.0
ILMN,"Illumina, Inc.",29642169000.0,187.49,1.08,4447000000.0,1288166.0,Diagnostics & Research,Healthcare,-4.4888316151202705,-4487000000.0,-47000000.0,-1465000000.0
CCEP,Coca-Cola Europacific Partners PLC,29563448811.0,64.43,0.91,18425531914.89362,1211179.0,Beverages - Non-Alcoholic,Consumer Staples,63.303790307373184,1618085106.382979,2489361702.12766,-10645744680.851065
MDB,"MongoDB, Inc.",29008249586.0,410.99,1.99,1366873000.0,2095459.0,Software - Infrastructure,Technology,39.82196871665877,-322350000.0,23857000.0,718485000.0
ANSS,"ANSYS, Inc.",28621626230.0,330.27,1.29,2149923000.0,575834.0,Software - Application,Technology,9.212645143723908,553344000.0,654633000.0,-356026000.0
ACGL,Arch Capital Group Ltd.,27875862149.0,74.85,2.49,10840976000.0,2047163.0,Insurance - Diversified,Financials,21.45137912205728,1955581000.0,4175762000.0,-1923000000.0
ALGN,"Align Technology, Inc.",27059471880.0,353.64,3.47,3704563000.0,911192.0,Medical Devices,Healthcare,-8.09889378203894,315073000.0,469438000.0,785025000.0
BNTX,BioNTech SE,26010050700.0,107.93,0.87,13275000000.0,465355.0,Biotechnology,Healthcare,-47.59021409352484,6780217391.304348,9231630434.782608,13066739130.434782
MPWR,"Monolithic Power Systems, Inc.",25619327290.0,540.23,0.83,1867499000.0,434317.0,Semiconductors,Technology,40.30195551355051,467908000.0,317242000.0,917570000.0
VOD,Vodafone Group PLC,25509612442.0,9.45,0.43,49680434782.608696,6325116.0,Telecom Services,Communication Services,4.330160469309963,12867391304.347826,12936956521.73913,-51813043478.260864
RYAAY,Ryanair Holdings plc,25190365715.0,110.6,2.2,5275714285.714286,605831.0,Airlines,Industrials,193.48942413497983,-264615384.6153846,1080549450.5494504,-1595164835.1648352
TROW,"T. Rowe Price Group, Inc.",25150058280.0,112.02,0.76,6163000000.0,1096935.0,Asset Management,Financials,-20.045147312567302,1411500000.0,1524300000.0,1770200000.0
SBAC,SBA Communications Corporation,25108646640.0,231.76,0.91,2689200000.0,1228594.0,REIT - Specialty,Real Estate,13.003894121251003,374021000.0,1078816000.0,-14935916000.0
WTW,Willis Towers Watson PLC,25060261500.0,235.5,1.27,8950000000.0,758468.0,Insurance Brokers,Financials,0.22396416573349232,1090000000.0,706000000.0,-4324000000.0
TTWO,"Take-Two Interactive Software, Inc.",24919191440.0,147.16,1.16,5349900000.0,1094624.0,Electronic Gaming & Multimedia,Communication Services,52.64494407669482,-1124700000.0,-203100000.0,-2065400000.0
GMAB,Genmab A/S,24811028108.0,38.01,1.5,2244509516.8374815,681632.0,Biotechnology,Healthcare,69.95565410199556,773499267.9355783,907174231.3323573,3472181551.976574
CDW,CDW Corporation,24733415968.0,183.5,1.58,22902700000.0,807164.0,Information Technology Services,Technology,4.424048439751238,1094400000.0,1202300000.0,-5687200000.0
WBA,"Walgreens Boots Alliance, Inc.",24594305662.0,28.49,0.42,136108000000.0,12875770.0,Pharmaceutical Retailers,Healthcare,1.183502334294806,-3315000000.0,-821000000.0,-35469000000.0
NDAQ,"Nasdaq, Inc.",24464634851.0,49.85,,6224000000.0,3749250.0,Financial Data & Stock Exchanges,Financials,7.849592791543936,1144000000.0,1509000000.0,-4924000000.0
TSCO,Tractor Supply Company,24225484800.0,221.1,1.69,14479810000.0,1575137.0,Specialty Retail,Consumer Discretionary,11.701925363774656,1084573000.0,499746000.0,-4513699000.0
EBAY,eBay Inc.,23897396172.0,44.69,0.2,9822000000.0,5212089.0,Internet Retail,Consumer Discretionary,-4.315635655138816,639000000.0,1984000000.0,-1246000000.0
FANG,"Diamondback Energy, Inc.",23788507840.0,131.36,1.04,9160000000.0,1282391.0,Oil & Gas E&P,Energy,14.200224410921326,4319000000.0,2189000000.0,-7049000000.0
SYM,Symbotic Inc.,23779242258.0,42.81,3.28,893130000.0,900241.0,Shell Companies,Financials,125.22904199544564,-20174000.0,24622000.0,462449000.0
ALNY,"Alnylam Pharmaceuticals, Inc.",23652468440.0,189.94,-0.59,1143449000.0,706716.0,Biotechnology,Healthcare,29.940339553171658,-1064916000.0,-604647000.0,750334000.0
VRSN,"VeriSign, Inc.",23522573120.0,225.97,1.36,1442400000.0,374588.0,Software - Infrastructure,Technology,6.773262269598046,695000000.0,856500000.0,-773500000.0
HZNP,Horizon Therapeutics PLC,23513772700.0,102.85,-0.3,3575858000.0,1871631.0,Drug Manufacturers - General,Healthcare,-5.130756816543558,371905000.0,1054418000.0,-243830000.0
ULTA,"Ulta Beauty, Inc.",23436383952.0,470.595,1.14,10496942000.0,781732.0,Specialty Retail,Consumer Discretionary,16.138827879801344,1258064000.0,1009697000.0,-1261940000.0
ENPH,"Enphase Energy, Inc.",22952129120.0,167.48,5.49,2615577000.0,5161776.0,Solar,Technology,71.89795917026105,492414000.0,832062000.0,486006000.0
TCOM,Trip.com Group Limited,22615250560.0,35.0,0.95,3657641921.39738,3342107.0,Travel Services,Consumer Discretionary,25.489412704754287,839446870.4512372,,-759825327.5109171
ARGX,argenx SE,21699425913.0,389.73,1.77,10665957.446808511,201023.0,Biotechnology,Healthcare,-75.69042019251752,-754887234.0425532,-892182978.7234043,2319278723.4042554
ZS,"Zscaler, Inc.",21343854470.0,146.3,1.01,1480005000.0,1374295.0,Software - Infrastructure,Technology,52.583969870953574,-269313000.0,307089000.0,753629000.0
ICLR,ICON PLC,20498485680.0,250.2,3.12,7818200000.0,934723.0,Diagnostics & Research,Healthcare,19.830322886791606,509987000.0,362627000.0,-4340199000.0
FSLR,"First Solar, Inc.",20306554340.0,190.09,3.3,2800565000.0,1820077.0,Solar,Technology,12.606215493660544,41650000.0,-142195000.0,1950863000.0
ZM,"Zoom Video Communications, Inc.",20197353446.0,67.88,0.41,4424524000.0,2057121.0,Software - Application,Technology,4.9105058605638074,5503000.0,1081984000.0,5527921000.0
PODD,Insulet Corporation,20096086972.0,288.34,-0.91,1368000000.0,1022534.0,Medical Devices,Healthcare,19.800332778702167,600000.0,-1800000.0,-775900000.0
HOLX,"Hologic, Inc.",19963477380.0,80.97,1.12,4056600000.0,1926847.0,Medical Instruments & Supplies,Healthcare,-24.76213439175028,753000000.0,840500000.0,-261600000.0
BGNE,"BeiGene, Ltd.",18799773700.0,178.3,-0.16,1557096000.0,282878.0,Biotechnology,Healthcare,77.54051425424468,-1922771000.0,-2229721000.0,3287666000.0
JBHT,"J.B. Hunt Transport Services, Inc.",18763397440.0,181.03,-0.79,14554999000.0,731480.0,Integrated Freight & Logistics,Industrials,11.628868155291983,923795000.0,450118000.0,-1188891000.0
EXPD,"Expeditors International of Washington, Inc.",18507694960.0,121.13,0.82,14999575000.0,1092876.0,Integrated Freight & Logistics,Industrials,-16.618048979389897,1237301000.0,2179603000.0,1830172000.0
FCNCA,"First Citizens BancShares, Inc.",18498491912.0,1283.45,0.79,13728000000.0,85295.0,Banks - Regional,Financials,453.102336825141,10288000000.0,1134000000.0,-7100000000.0
STLD,"Steel Dynamics, Inc.",18412873620.0,108.93,-0.19,21584078000.0,1048471.0,Steel,Materials,5.62745560068425,3396053000.0,3399327000.0,-741098000.0
PFG,"Principal Financial Group, Inc.",18412056607.0,75.84,0.3,17200600000.0,881503.0,Insurance - Diversified,Financials,21.561587878188227,4295300000.0,3714400000.0,-71900000.0
ERIC,Telefonaktiebolaget LM Ericsson (publ),18149262477.0,5.45,1.87,26110192307.692307,11415281.0,Communication Equipment,Technology,16.887488485411993,1800384615.3846154,2395673076.9230766,942884615.3846153
UAL,"United Airlines Holdings, Inc.",17995658591.0,54.87,2.14,48818000000.0,10051583.0,Airlines,Industrials,68.45991925187205,1920000000.0,1614000000.0,-19630000000.0
FITB,Fifth Third Bancorp,17841567199.0,26.21,-0.15,8029000000.0,3912412.0,Banks - Regional,Financials,0.36249999999999893,2391000000.0,5596000000.0,-17654000000.0
SWKS,"Skyworks Solutions, Inc.",17616867836.0,110.69,0.74,5121900000.0,1637965.0,Semiconductors,Technology,-2.871067453018039,1111700000.0,1267200000.0,-1129000000.0
SPLK,Splunk Inc.,17568504000.0,106.09,0.8,3731135000.0,1105274.0,Software - Infrastructure,Technology,31.115116382857757,-169960000.0,775848000.0,-1609632000.0
SIRI,Sirius XM Holdings Inc.,17523852580.0,4.53,4.62,8960000000.0,17133658.0,Entertainment,Communication Services,1.5412511332729029,1137000000.0,1437000000.0,-9818000000.0
FWONA,Formula One Group,17476929487.0,67.62,0.49,12151000000.0,98729.0,Entertainment,Communication Services,3.7217242851045773,1590000000.0,1751000000.0,-14167000000.0
TER,"Teradyne, Inc.",17260492761.0,111.33,1.76,3017204000.0,2273458.0,Semiconductor Equipment & Materials,Technology,-17.93594431880151,637104000.0,432513000.0,621927000.0
LPLA,LPL Financial Holdings Inc.,17032813910.0,217.43,-0.22,8952964000.0,514437.0,Capital Markets,Financials,10.819014356646806,1050842000.0,1480471000.0,-468136000.0
EXAS,Exact Sciences Corporation,16946603251.0,93.9,-0.4,2200158000.0,1094104.0,Diagnostics & Research,Healthcare,18.82591147781274,-516720000.0,-273219000.0,-1866253000.0
PTC,PTC Inc.,16841631900.0,142.3,-0.23,1978490000.0,553735.0,Software - Application,Technology,5.279653652932437,315852000.0,520198000.0,-1798853000.0
COIN,"Coinbase Global, Inc.",16782910742.0,71.55,-1.21,2800301000.0,24593870.0,Software - Application,Technology,-61.13267476028725,-2274186000.0,-361065000.0,126118360000.0
FOXA,Fox Corporation,16634771116.0,34.0,-1.19,14914000000.0,3015883.0,Entertainment,Communication Services,7.830236425421155,1170000000.0,1887000000.0,-3064000000.0
ENTG,"Entegris, Inc.",16588090813.0,110.82,1.7,3554783000.0,1125021.0,Semiconductor Equipment & Materials,Technology,45.94532566680147,-4951000.0,-75413000.0,-5162042000.0
BMRN,BioMarin Pharmaceutical Inc.,16269921987.0,86.68,-2.53,2173095000.0,3704600.0,Biotechnology,Healthcare,15.614512418573279,71615000.0,24128000.0,68085000.0
NTAP,"NetApp, Inc.",16229729011.0,76.4,0.33,6362000000.0,2175414.0,Computer Hardware,Technology,0.6964229186451343,1274000000.0,868000000.0,681000000.0
EXPE,"Expedia Group, Inc.",16203392984.0,109.39,1.44,12083000000.0,2195625.0,Travel Services,Consumer Discretionary,25.85147380481201,329000000.0,2867000000.0,1883000000.0
